aarónica	aaˈɾonika
abarcaríais	aβaɾkaˈɾiais
abarcaríamos	aβaɾkaˈɾiamos
abarcarían	aβaɾkaˈɾian
abarcarías	aβaɾkaˈɾias
abarcas	aβaɾkas
abarcase	aβaɾkase
abarcaseis	aβaɾkaseis
abarcasen	aβaɾkasen
abarcases	aβaɾkases
abarcaste	aβaɾkaste
abarcasteis	aβaɾkasteis
abarco	aβaɾko
abarcones	aβaɾkones
abarcábamos	aβaˈɾkaβamos
abarcáis	aβaˈɾkais
abarcándola	aβaˈɾkandola
abarcándolas	aβaˈɾkandolas
abarcándole	aβaˈɾkandole
abarcándoles	aβaˈɾkandoles
abarcándolo	aβaˈɾkandolo
abarcándolos	aβaˈɾkandolos
abarcáramos	aβaˈɾkaɾamos
abarcáremos	aβaˈɾkaɾemos
abarcásemos	aβaˈɾkasemos
abarcó	aβaˈɾko
abarcón	aβaˈɾkon
abare	aβaɾe
abareis	aβaɾeis
abaremos	aβaɾemos
abaren	aβaɾen
abares	aβaɾes
abarme	aβaɾme
abarnos	aβaɾnos
abaron	aβaɾon
abaros	aβaɾos
abarque	aβaɾke
abarquemos	aβaɾkemos
abarquen	aβaɾken
abarquera	aβaɾkeɾa
abarqueras	aβaɾkeɾas
abarquero	aβaɾkeɾo
abarqueros	aβaɾkeɾos
abarques	aβaɾkes
abarquilla	aβaɾkiʎa
abarquillaba	aβaɾkiʎaβa
abarquillabais	aβaɾkiʎaβais
abarquillaban	aβaɾkiʎaβan
abarquillabas	aβaɾkiʎaβas
abarquillad	aβaɾkiʎað
abarquillada	aβaɾkiʎaða
abarquilladas	aβaɾkiʎaðas
abarquillado	aβaɾkiʎaðo
abarquillados	aβaɾkiʎaðos
abarquillamiento	aβaɾkiʎamjento
abarquillamientos	aβaɾkiʎamjentos
abarquillamos	aβaɾkiʎamos
abarquillan	aβaɾkiʎan
abarquillando	aβaɾkiʎando
abarquillar	aβaɾkiʎaɾ
abarquillara	aβaɾkiʎaɾa
abarquillarais	aβaɾkiʎaɾais
abarquillaran	aβaɾkiʎaɾan
abarquillaras	aβaɾkiʎaɾas
abarquillare	aβaɾkiʎaɾe
abarquillareis	aβaɾkiʎaɾeis
abarquillaremos	aβaɾkiʎaɾemos
abarquillaren	aβaɾkiʎaɾen
abarquillares	aβaɾkiʎaɾes
abarquillaron	aβaɾkiʎaɾon
abarquillará	aβaɾkiʎaˈɾa
abarquillarán	aβaɾkiʎaˈɾan
abarquillarás	aβaɾkiʎaˈɾas
abarquillaré	aβaɾkiʎaˈɾe
abarquillaréis	aβaɾkiʎaˈɾeis
abarquillaría	aβaɾkiʎaˈɾia
abarquillaríais	aβaɾkiʎaˈɾiais
abarquillaríamos	aβaɾkiʎaˈɾiamos
abarquillarían	aβaɾkiʎaˈɾian
abarquillarías	aβaɾkiʎaˈɾias
abarquillas	aβaɾkiʎas
abarquillase	aβaɾkiʎase
abarquillaseis	aβaɾkiʎaseis
abarquillasen	aβaɾkiʎasen
abarquillases	aβaɾkiʎases
abarquillaste	aβaɾkiʎaste
abarquillasteis	aβaɾkiʎasteis
abarquille	aβaɾkiʎe
abarquillemos	aβaɾkiʎemos
abarquillen	aβaɾkiʎen
abarquilles	aβaɾkiʎes
abarquillo	aβaɾkiʎo
abarquillábamos	aβaɾkiˈʎaβamos
abarquilláis	aβaɾkiˈʎais
abarquilláramos	aβaɾkiˈʎaɾamos
abarquilláremos	aβaɾkiˈʎaɾemos
abarquillásemos	aβaɾkiˈʎasemos
abarquillé	aβaɾkiˈʎe
abarquilléis	aβaɾkiˈʎeis
abarquilló	aβaɾkiˈʎo
abarqué	aβaˈɾke
abarquéis	aβaˈɾkeis
abarraca	aβaraka
abarracaba	aβarakaβa
abarracabais	aβarakaβais
abarracaban	aβarakaβan
abarracabas	aβarakaβas
abarracad	aβarakað
abarracada	aβarakaða
abarracadas	aβarakaðas
abarracado	aβarakaðo
abarracados	aβarakaðos
abarracamos	aβarakamos
abarracan	aβarakan
abarracando	aβarakando
abarracar	aβarakaɾ
abarracara	aβarakaɾa
abarracarais	aβarakaɾais
abarracaran	aβarakaɾan
abarracaras	aβarakaɾas
abarracare	aβarakaɾe
abarracareis	aβarakaɾeis
abarracaremos	aβarakaɾemos
abarracaren	aβarakaɾen
abarracares	aβarakaɾes
abarracaron	aβarakaɾon
abarracará	aβarakaˈɾa
abarracarán	aβarakaˈɾan
abarracarás	aβarakaˈɾas
abarracaré	aβarakaˈɾe
abarracaréis	aβarakaˈɾeis
abarracaría	aβarakaˈɾia
abarracaríais	aβarakaˈɾiais
abarracaríamos	aβarakaˈɾiamos
abarracarían	aβarakaˈɾian
abarracarías	aβarakaˈɾias
abarracas	aβarakas
abarracase	aβarakase
abarracaseis	aβarakaseis
abarracasen	aβarakasen
abarracases	aβarakases
abarracaste	aβarakaste
abarracasteis	aβarakasteis
abarraco	aβarako
abarracábamos	aβaraˈkaβamos
abarracáis	aβaraˈkais
abarracáramos	aβaraˈkaɾamos
abarracáremos	aβaraˈkaɾemos
abarracásemos	aβaraˈkasemos
abarracó	aβaraˈko
abarragana	aβaraɣana
abarraganaba	aβaraɣanaβa
abarraganabais	aβaraɣanaβais
abarraganaban	aβaraɣanaβan
abarraganabas	aβaraɣanaβas
abarraganad	aβaraɣanað
abarraganada	aβaraɣanaða
abarraganadas	aβaraɣanaðas
abarraganado	aβaraɣanaðo
abarraganados	aβaraɣanaðos
abarraganamos	aβaraɣanamos
abarraganan	aβaraɣanan
abarraganando	aβaraɣanando
abarraganar	aβaraɣanaɾ
abarraganara	aβaraɣanaɾa
abarraganarais	aβaraɣanaɾais
abarraganaran	aβaraɣanaɾan
abarraganaras	aβaraɣanaɾas
abarraganare	aβaraɣanaɾe
abarraganareis	aβaraɣanaɾeis
abarraganaremos	aβaraɣanaɾemos
abarraganaren	aβaraɣanaɾen
abarraganares	aβaraɣanaɾes
abarraganarme	aβaraɣanaɾme
abarraganarnos	aβaraɣanaɾnos
abarraganaron	aβaraɣanaɾon
abarraganaros	aβaraɣanaɾos
abarraganarse	aβaraɣanaɾse
abarraganarte	aβaraɣanaɾte
abarraganará	aβaraɣanaˈɾa
abarraganarán	aβaraɣanaˈɾan
abarraganarás	aβaraɣanaˈɾas
abarraganaré	aβaraɣanaˈɾe
abarraganaréis	aβaraɣanaˈɾeis
abarraganaría	aβaraɣanaˈɾia
abarraganaríais	aβaraɣanaˈɾiais
abarraganaríamos	aβaraɣanaˈɾiamos
abarraganarían	aβaraɣanaˈɾian
abarraganarías	aβaraɣanaˈɾias
abarraganas	aβaraɣanas
abarraganase	aβaraɣanase
abarraganaseis	aβaraɣanaseis
abarraganasen	aβaraɣanasen
abarraganases	aβaraɣanases
abarraganaste	aβaraɣanaste
abarraganasteis	aβaraɣanasteis
abarragane	aβaraɣane
abarraganemos	aβaraɣanemos
abarraganen	aβaraɣanen
abarraganes	aβaraɣanes
abarragano	aβaraɣano
abarraganábamos	aβaraɣaˈnaβamos
abarraganáis	aβaraɣaˈnais
abarraganándome	aβaraɣaˈnandome
abarraganándonos	aβaraɣaˈnandonos
abarraganándoos	aβaraɣaˈnandoos
abarraganándose	aβaraɣaˈnandose
abarraganándote	aβaraɣaˈnandote
abarraganáramos	aβaraɣaˈnaɾamos
abarraganáremos	aβaraɣaˈnaɾemos
abarraganásemos	aβaraɣaˈnasemos
abarragané	aβaraɣaˈne
abarraganéis	aβaraɣaˈneis
abarraganó	aβaraɣaˈno
abarranca	aβaraŋka
abarrancaba	aβaraŋkaβa
abarrancabais	aβaraŋkaβais
abarrancaban	aβaraŋkaβan
abarrancabas	aβaraŋkaβas
abarrancad	aβaraŋkað
abarrancada	aβaraŋkaða
abarrancadas	aβaraŋkaðas
abarrancadero	aβaraŋkaðeɾo
abarrancaderos	aβaraŋkaðeɾos
abarrancado	aβaraŋkaðo
abarrancados	aβaraŋkaðos
abarrancamiento	aβaraŋkamjento
abarrancamientos	aβaraŋkamjentos
abarrancamos	aβaraŋkamos
abarrancan	aβaraŋkan
abarrancando	aβaraŋkando
abarrancar	aβaraŋkaɾ
abarrancara	aβaraŋkaɾa
abarrancarais	aβaraŋkaɾais
abarrancaran	aβaraŋkaɾan
abarrancaras	aβaraŋkaɾas
abarrancare	aβaraŋkaɾe
abarrancareis	aβaraŋkaɾeis
abarrancaremos	aβaraŋkaɾemos
abarrancaren	aβaraŋkaɾen
abarrancares	aβaraŋkaɾes
abarrancaron	aβaraŋkaɾon
abarrancará	aβaraŋkaˈɾa
abarrancarán	aβaraŋkaˈɾan
abarrancarás	aβaraŋkaˈɾas
abarrancaré	aβaraŋkaˈɾe
abarrancaréis	aβaraŋkaˈɾeis
abarrancaría	aβaraŋkaˈɾia
abarrancaríais	aβaraŋkaˈɾiais
abarrancaríamos	aβaraŋkaˈɾiamos
abarrancarían	aβaraŋkaˈɾian
abarrancarías	aβaraŋkaˈɾias
abarrancas	aβaraŋkas
abarrancase	aβaraŋkase
abarrancaseis	aβaraŋkaseis
abarrancasen	aβaraŋkasen
abarrancases	aβaraŋkases
abarrancaste	aβaraŋkaste
abarrancasteis	aβaraŋkasteis
abarranco	aβaraŋko
abarrancábamos	aβaraˈŋkaβamos
abarrancáis	aβaraˈŋkais
abarrancáramos	aβaraˈŋkaɾamos
abarrancáremos	aβaraˈŋkaɾemos
abarrancásemos	aβaraˈŋkasemos
abarrancó	aβaraˈŋko
abarranque	aβaraŋke
abarranquemos	aβaraŋkemos
abarranquen	aβaraŋken
abarranques	aβaraŋkes
abarranqué	aβaraˈŋke
abarranquéis	aβaraˈŋkeis
abarraque	aβarake
abarraquemos	aβarakemos
abarraquen	aβaraken
abarraques	aβarakes
abarraqué	aβaraˈke
abarraquéis	aβaraˈkeis
abarredera	aβareðeɾa
abarrederas	aβareðeɾas
abarrota	aβarota
abarrotaba	aβarotaβa
abarrotabais	aβarotaβais
abarrotaban	aβarotaβan
abarrotabas	aβarotaβas
abarrotad	aβarotað
abarrotada	aβarotaða
abarrotadas	aβarotaðas
abarrotado	aβarotaðo
abarrotados	aβarotaðos
abarrotamos	aβarotamos
abarrotan	aβarotan
abarrotando	aβarotando
abarrotar	aβarotaɾ
abarrotara	aβarotaɾa
abarrotarais	aβarotaɾais
abarrotaran	aβarotaɾan
abarrotaras	aβarotaɾas
abarrotare	aβarotaɾe
abarrotareis	aβarotaɾeis
abarrotaremos	aβarotaɾemos
abarrotaren	aβarotaɾen
abarrotares	aβarotaɾes
abarrotaron	aβarotaɾon
abarrotará	aβarotaˈɾa
abarrotarán	aβarotaˈɾan
abarrotarás	aβarotaˈɾas
abarrotaré	aβarotaˈɾe
abarrotaréis	aβarotaˈɾeis
abarrotaría	aβarotaˈɾia
abarrotaríais	aβarotaˈɾiais
abarrotaríamos	aβarotaˈɾiamos
abarrotarían	aβarotaˈɾian
abarrotarías	aβarotaˈɾias
abarrotas	aβarotas
abarrotase	aβarotase
abarrotaseis	aβarotaseis
abarrotasen	aβarotasen
abarrotases	aβarotases
abarrotaste	aβarotaste
abarrotasteis	aβarotasteis
abarrote	aβarote
abarrotemos	aβarotemos
abarroten	aβaroten
abarrotes	aβarotes
abarroto	aβaroto
abarrotábamos	aβaroˈtaβamos
abarrotáis	aβaroˈtais
abarrotáramos	aβaroˈtaɾamos
abarrotáremos	aβaroˈtaɾemos
abarrotásemos	aβaroˈtasemos
abarroté	aβaroˈte
abarrotéis	aβaroˈteis
abarrotó	aβaroˈto
abarse	aβaɾse
abarte	aβaɾte
abará	aβaˈɾa
abarán	aβaˈɾan
abarás	aβaˈɾas
abaré	aβaˈɾe
abaréis	aβaˈɾeis
abaría	aβaˈɾia
abaríais	aβaˈɾiais
abaríamos	aβaˈɾiamos
abarían	aβaˈɾian
abarías	aβaˈɾias
abas	aβas
abase	aβase
abaseis	aβaseis
abasen	aβasen
abases	aβases
abasta	aβasta
abastaba	aβastaβa
abastabais	aβastaβais
abastaban	aβastaβan
abastabas	aβastaβas
abastad	aβastað
abastada	aβastaða
abastadas	aβastaðas
abastado	aβastaðo
abastados	aβastaðos
abastamos	aβastamos
abastan	aβastan
abastando	aβastando
abastar	aβastaɾ
abastara	aβastaɾa
abastarais	aβastaɾais
abastaran	aβastaɾan
abastaras	aβastaɾas
abastarda	aβastaɾða
abastardaba	aβastaɾðaβa
abastardabais	aβastaɾðaβais
abastardaban	aβastaɾðaβan
abastardabas	aβastaɾðaβas
abastardad	aβastaɾðað
abastardada	aβastaɾðaða
abastardadas	aβastaɾðaðas
abastardado	aβastaɾðaðo
abastardados	aβastaɾðaðos
abastardamos	aβastaɾðamos
abastardan	aβastaɾðan
abastardando	aβastaɾðando
abastardar	aβastaɾðaɾ
abastardara	aβastaɾðaɾa
abastardarais	aβastaɾðaɾais
abastardaran	aβastaɾðaɾan
abastardaras	aβastaɾðaɾas
abastardare	aβastaɾðaɾe
abastardareis	aβastaɾðaɾeis
abastardaremos	aβastaɾðaɾemos
abastardaren	aβastaɾðaɾen
abastardares	aβastaɾðaɾes
abastardaron	aβastaɾðaɾon
abastardará	aβastaɾðaˈɾa
abastardarán	aβastaɾðaˈɾan
abastardarás	aβastaɾðaˈɾas
abastardaré	aβastaɾðaˈɾe
abastardaréis	aβastaɾðaˈɾeis
abastardaría	aβastaɾðaˈɾia
abastardaríais	aβastaɾðaˈɾiais
abastardaríamos	aβastaɾðaˈɾiamos
abastardarían	aβastaɾðaˈɾian
abastardarías	aβastaɾðaˈɾias
abastardas	aβastaɾðas
abastardase	aβastaɾðase
abastardaseis	aβastaɾðaseis
abastardasen	aβastaɾðasen
abastardases	aβastaɾðases
abastardaste	aβastaɾðaste
abastardasteis	aβastaɾðasteis
abastarde	aβastaɾðe
abastardemos	aβastaɾðemos
abastarden	aβastaɾðen
abastardes	aβastaɾðes
abastardo	aβastaɾðo
abastardábamos	aβastaˈɾðaβamos
abastardáis	aβastaˈɾðais
abastardáramos	aβastaˈɾðaɾamos
abastardáremos	aβastaˈɾðaɾemos
abastardásemos	aβastaˈɾðasemos
abastardé	aβastaˈɾðe
abastardéis	aβastaˈɾðeis
abastardó	aβastaˈɾðo
abastare	aβastaɾe
abastareis	aβastaɾeis
abastaremos	aβastaɾemos
abastaren	aβastaɾen
abastares	aβastaɾes
abastarla	aβastaɾla
abastarlas	aβastaɾlas
abastarle	aβastaɾle
abastarles	aβastaɾles
abastarlo	aβastaɾlo
abastarlos	aβastaɾlos
abastarme	aβastaɾme
abastarnos	aβastaɾnos
abastaron	aβastaɾon
abastaros	aβastaɾos
abastarse	aβastaɾse
abastarte	aβastaɾte
abastará	aβastaˈɾa
abastarán	aβastaˈɾan
abastarás	aβastaˈɾas
abastaré	aβastaˈɾe
abastaréis	aβastaˈɾeis
abastaría	aβastaˈɾia
abastaríais	aβastaˈɾiais
abastaríamos	aβastaˈɾiamos
abastarían	aβastaˈɾian
abastarías	aβastaˈɾias
abastas	aβastas
abastase	aβastase
abastaseis	aβastaseis
abastasen	aβastasen
abastases	aβastases
abastaste	aβastaste
abastasteis	aβastasteis
abaste	aβaste
abastece	aβastese
abasteced	aβasteseð
abastecedor	aβasteseðoɾ
abastecedora	aβasteseðoɾa
abastecedoras	aβasteseðoɾas
abastecedores	aβasteseðoɾes
abastecemos	aβastesemos
abastecen	aβastesen
abastecer	aβasteseɾ
abasteceremos	aβasteseɾemos
abastecerla	aβasteseɾla
abastecerlas	aβasteseɾlas
abastecerle	aβasteseɾle
abastecerles	aβasteseɾles
abastecerlo	aβasteseɾlo
abastecerlos	aβasteseɾlos
abastecerme	aβasteseɾme
abastecernos	aβasteseɾnos
abasteceros	aβasteseɾos
abastecerse	aβasteseɾse
abastecerte	aβasteseɾte
abastecerá	aβasteseˈɾa
abastecerán	aβasteseˈɾan
abastecerás	aβasteseˈɾas
abasteceré	aβasteseˈɾe
abasteceréis	aβasteseˈɾeis
abastecería	aβasteseˈɾia
abasteceríais	aβasteseˈɾiais
abasteceríamos	aβasteseˈɾiamos
abastecerían	aβasteseˈɾian
abastecerías	aβasteseˈɾias
abasteces	aβasteses
abastecida	aβastesiða
abastecidas	aβastesiðas
abastecido	aβastesiðo
abastecidos	aβastesiðos
abasteciendo	aβastesjendo
abasteciera	aβastesjeɾa
abastecierais	aβastesjeɾais
abastecieran	aβastesjeɾan
abastecieras	aβastesjeɾas
abasteciere	aβastesjeɾe
abasteciereis	aβastesjeɾeis
abastecieren	aβastesjeɾen
abastecieres	aβastesjeɾes
abastecieron	aβastesjeɾon
abasteciese	aβastesjese
abastecieseis	aβastesjeseis
abasteciesen	aβastesjesen
abastecieses	aβastesjeses
abastecimiento	aβastesimjento
abastecimientos	aβastesimjentos
abastecimos	aβastesimos
abasteciste	aβastesiste
abastecisteis	aβastesisteis
abasteciéndola	aβasteˈsjendola
abasteciéndolas	aβasteˈsjendolas
abasteciéndole	aβasteˈsjendole
abasteciéndoles	aβasteˈsjendoles
abasteciéndolo	aβasteˈsjendolo
abasteciéndolos	aβasteˈsjendolos
abasteciéndome	aβasteˈsjendome
abasteciéndonos	aβasteˈsjendonos
abasteciéndoos	aβasteˈsjendoos
abasteciéndose	aβasteˈsjendose
abasteciéndote	aβasteˈsjendote
abasteciéramos	aβasteˈsjeɾamos
abasteciéremos	aβasteˈsjeɾemos
abasteciésemos	aβasteˈsjesemos
abasteció	aβasteˈsjo
abastecéis	aβasteˈseis
abastecí	aβasteˈsi
abastecía	aβasteˈsia
abastecíais	aβasteˈsiais
abastecíamos	aβasteˈsiamos
abastecían	aβasteˈsian
abastecías	aβasteˈsias
abasteis	aβasteis
abastemos	aβastemos
abasten	aβasten
abastero	aβasteɾo
abasteros	aβasteɾos
abastes	aβastes
abastezca	aβasteska
abastezcamos	aβasteskamos
abastezcan	aβasteskan
abastezcas	aβasteskas
abastezco	aβastesko
abastezcáis	aβasteˈskais
abastimiento	aβastimjento
abastimientos	aβastimjentos
abastiona	aβastjona
abastionaba	aβastjonaβa
abastionabais	aβastjonaβais
abastionaban	aβastjonaβan
abastionabas	aβastjonaβas
abastionad	aβastjonað
abastionada	aβastjonaða
abastionadas	aβastjonaðas
abastionado	aβastjonaðo
abastionados	aβastjonaðos
abastionamos	aβastjonamos
abastionan	aβastjonan
abastionando	aβastjonando
abastionar	aβastjonaɾ
abastionara	aβastjonaɾa
abastionarais	aβastjonaɾais
abastionaran	aβastjonaɾan
abastionaras	aβastjonaɾas
abastionare	aβastjonaɾe
abastionareis	aβastjonaɾeis
abastionaremos	aβastjonaɾemos
abastionaren	aβastjonaɾen
abastionares	aβastjonaɾes
abastionaron	aβastjonaɾon
abastionará	aβastjonaˈɾa
abastionarán	aβastjonaˈɾan
abastionarás	aβastjonaˈɾas
abastionaré	aβastjonaˈɾe
abastionaréis	aβastjonaˈɾeis
abastionaría	aβastjonaˈɾia
abastionaríais	aβastjonaˈɾiais
abastionaríamos	aβastjonaˈɾiamos
abastionarían	aβastjonaˈɾian
abastionarías	aβastjonaˈɾias
abastionas	aβastjonas
abastionase	aβastjonase
abastionaseis	aβastjonaseis
abastionasen	aβastjonasen
abastionases	aβastjonases
abastionaste	aβastjonaste
abastionasteis	aβastjonasteis
abastione	aβastjone
abastionemos	aβastjonemos
abastionen	aβastjonen
abastiones	aβastjones
abastiono	aβastjono
abastionábamos	aβastjoˈnaβamos
abastionáis	aβastjoˈnais
abastionáramos	aβastjoˈnaɾamos
abastionáremos	aβastjoˈnaɾemos
abastionásemos	aβastjoˈnasemos
abastioné	aβastjoˈne
abastionéis	aβastjoˈneis
abastionó	aβastjoˈno
abasto	aβasto
abastos	aβastos
abastábamos	aβaˈstaβamos
abastáis	aβaˈstais
abastándola	aβaˈstandola
abastándolas	aβaˈstandolas
abastándole	aβaˈstandole
abastándoles	aβaˈstandoles
abastándolo	aβaˈstandolo
abastándolos	aβaˈstandolos
abastándome	aβaˈstandome
abastándonos	aβaˈstandonos
abastándoos	aβaˈstandoos
abastándose	aβaˈstandose
abastándote	aβaˈstandote
abastáramos	aβaˈstaɾamos
abastáremos	aβaˈstaɾemos
abastásemos	aβaˈstasemos
abasté	aβaˈste
abastéis	aβaˈsteis
abastó	aβaˈsto
abata	aβata
abatamos	aβatamos
abatan	aβatan
abatana	aβatana
abatanaba	aβatanaβa
abatanabais	aβatanaβais
abatanaban	aβatanaβan
abatanabas	aβatanaβas
abatanad	aβatanað
abatanada	aβatanaða
abatanadas	aβatanaðas
abatanado	aβatanaðo
abatanados	aβatanaðos
abatanamos	aβatanamos
abatanan	aβatanan
abatanando	aβatanando
abatanar	aβatanaɾ
abatanara	aβatanaɾa
abatanarais	aβatanaɾais
abatanaran	aβatanaɾan
abatanaras	aβatanaɾas
abatanare	aβatanaɾe
abatanareis	aβatanaɾeis
abatanaremos	aβatanaɾemos
abatanaren	aβatanaɾen
abatanares	aβatanaɾes
abatanaron	aβatanaɾon
abatanará	aβatanaˈɾa
abatanarán	aβatanaˈɾan
abatanarás	aβatanaˈɾas
abatanaré	aβatanaˈɾe
abatanaréis	aβatanaˈɾeis
abatanaría	aβatanaˈɾia
abatanaríais	aβatanaˈɾiais
abatanaríamos	aβatanaˈɾiamos
abatanarían	aβatanaˈɾian
abatanarías	aβatanaˈɾias
abatanas	aβatanas
abatanase	aβatanase
abatanaseis	aβatanaseis
abatanasen	aβatanasen
abatanases	aβatanases
abatanaste	aβatanaste
abatanasteis	aβatanasteis
abatane	aβatane
abatanemos	aβatanemos
abatanen	aβatanen
abatanes	aβatanes
abatano	aβatano
abatanábamos	aβataˈnaβamos
abatanáis	aβataˈnais
abatanáramos	aβataˈnaɾamos
abatanáremos	aβataˈnaɾemos
abatanásemos	aβataˈnasemos
abatané	aβataˈne
abatanéis	aβataˈneis
abatanó	aβataˈno
abatas	aβatas
abate	aβate
abaten	aβaten
abates	aβates
abatible	aβatiβle
abatibles	aβatiβles
abatid	aβatið
abatida	aβatiða
abatidas	aβatiðas
abatido	aβatiðo
abatidos	aβatiðos
abatidura	aβatiðuɾa
abatiduras	aβatiðuɾas
abatiendo	aβatjendo
abatiera	aβatjeɾa
abatierais	aβatjeɾais
abatieran	aβatjeɾan
abatieras	aβatjeɾas
abatiere	aβatjeɾe
abatiereis	aβatjeɾeis
abatieren	aβatjeɾen
abatieres	aβatjeɾes
abatieron	aβatjeɾon
abatiese	aβatjese
abatieseis	aβatjeseis
abatiesen	aβatjesen
abatieses	aβatjeses
abatimiento	aβatimjento
abatimientos	aβatimjentos
abatimos	aβatimos
abatir	aβatiɾ
abatiremos	aβatiɾemos
abatirla	aβatiɾla
abatirlas	aβatiɾlas
abatirle	aβatiɾle
abatirles	aβatiɾles
abatirlo	aβatiɾlo
abatirlos	aβatiɾlos
abatirme	aβatiɾme
abatirnos	aβatiɾnos
abatiros	aβatiɾos
abatirse	aβatiɾse
abatirte	aβatiɾte
abatirá	aβatiˈɾa
abatirán	aβatiˈɾan
abatirás	aβatiˈɾas
abatiré	aβatiˈɾe
abatiréis	aβatiˈɾeis
abatiría	aβatiˈɾia
abatiríais	aβatiˈɾiais
abatiríamos	aβatiˈɾiamos
abatirían	aβatiˈɾian
abatirías	aβatiˈɾias
abatiste	aβatiste
abatisteis	aβatisteis
abatiéndola	aβaˈtjendola
abatiéndolas	aβaˈtjendolas
abatiéndole	aβaˈtjendole
abatiéndoles	aβaˈtjendoles
abatiéndolo	aβaˈtjendolo
abatiéndolos	aβaˈtjendolos
abatiéndome	aβaˈtjendome
abatiéndonos	aβaˈtjendonos
abatiéndoos	aβaˈtjendoos
abatiéndose	aβaˈtjendose
abatiéndote	aβaˈtjendote
abatiéramos	aβaˈtjeɾamos
abatiéremos	aβaˈtjeɾemos
abatiésemos	aβaˈtjesemos
abatió	aβaˈtjo
abato	aβato
abatoja	aβatoxa
abatojaba	aβatoxaβa
abatojabais	aβatoxaβais
abatojaban	aβatoxaβan
abatojabas	aβatoxaβas
abatojad	aβatoxað
abatojada	aβatoxaða
abatojadas	aβatoxaðas
abatojado	aβatoxaðo
abatojados	aβatoxaðos
abatojamos	aβatoxamos
abatojan	aβatoxan
abatojando	aβatoxando
abatojar	aβatoxaɾ
abatojara	aβatoxaɾa
abatojarais	aβatoxaɾais
abatojaran	aβatoxaɾan
abatojaras	aβatoxaɾas
abatojare	aβatoxaɾe
abatojareis	aβatoxaɾeis
abatojaremos	aβatoxaɾemos
abatojaren	aβatoxaɾen
abatojares	aβatoxaɾes
abatojaron	aβatoxaɾon
abatojará	aβatoxaˈɾa
abatojarán	aβatoxaˈɾan
abatojarás	aβatoxaˈɾas
abatojaré	aβatoxaˈɾe
abatojaréis	aβatoxaˈɾeis
abatojaría	aβatoxaˈɾia
abatojaríais	aβatoxaˈɾiais
abatojaríamos	aβatoxaˈɾiamos
abatojarían	aβatoxaˈɾian
abatojarías	aβatoxaˈɾias
abatojas	aβatoxas
abatojase	aβatoxase
abatojaseis	aβatoxaseis
abatojasen	aβatoxasen
abatojases	aβatoxases
abatojaste	aβatoxaste
abatojasteis	aβatoxasteis
abatoje	aβatoxe
abatojemos	aβatoxemos
abatojen	aβatoxen
abatojes	aβatoxes
abatojo	aβatoxo
abatojábamos	aβatoˈxaβamos
abatojáis	aβatoˈxais
abatojáramos	aβatoˈxaɾamos
abatojáremos	aβatoˈxaɾemos
abatojásemos	aβatoˈxasemos
abatojé	aβatoˈxe
abatojéis	aβatoˈxeis
abatojó	aβatoˈxo
abatáis	aβaˈtais
abatí	aβaˈti
abatía	aβaˈtia
abatíais	aβaˈtiais
abatíamos	aβaˈtiamos
abatían	aβaˈtian
abatías	aβaˈtias
abatís	aβaˈtis
abazones	aβasones
abazón	aβaˈson
abdica	aβðika
abdicaba	aβðikaβa
abdicabais	aβðikaβais
abdicaban	aβðikaβan
abdicabas	aβðikaβas
abdicaciones	aβðikasjones
abdicación	aβðikaˈsjon
abdicad	aβðikað
abdicada	aβðikaða
abdicadas	aβðikaðas
abdicado	aβðikaðo
abdicados	aβðikaðos
abdicamos	aβðikamos
abdican	aβðikan
abdicando	aβðikando
abdicar	aβðikaɾ
abdicara	aβðikaɾa
abdicarais	aβðikaɾais
abdicaran	aβðikaɾan
abdicaras	aβðikaɾas
abdicare	aβðikaɾe
abdicareis	aβðikaɾeis
abdicaremos	aβðikaɾemos
abdicaren	aβðikaɾen
abdicares	aβðikaɾes
abdicaron	aβðikaɾon
abdicará	aβðikaˈɾa
abdicarán	aβðikaˈɾan
abdicarás	aβðikaˈɾas
abdicaré	aβðikaˈɾe
abdicaréis	aβðikaˈɾeis
abdicaría	aβðikaˈɾia
abdicaríais	aβðikaˈɾiais
abdicaríamos	aβðikaˈɾiamos
abdicarían	aβðikaˈɾian
abdicarías	aβðikaˈɾias
abdicas	aβðikas
abdicase	aβðikase
abdicaseis	aβðikaseis
abdicasen	aβðikasen
abdicases	aβðikases
abdicaste	aβðikaste
abdicasteis	aβðikasteis
abdicativa	aβðikatiβa
abdicativamente	aβðikatiβamente
abdicativas	aβðikatiβas
abdicativo	aβðikatiβo
abdicativos	aβðikatiβos
abdico	aβðiko
abdicábamos	aβðiˈkaβamos
abdicáis	aβðiˈkais
